CPU Socket,Chipset,CrossFire Support,Form Factor,Manufacturer,Maximum Supported Memory,Memory Type,Name,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,Prices,RAID Support,SLI Support
FM2+,AMD A88X,Yes,ATX,Asus,64GB,DDR3-1333 / 1600 / 1866 / 2133 / 2200 / 2250 / 2400 / 2666,Asus CROSSBLADE RANGER ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[149.99, 155.49, 155.97, 158.99, 160.98, 155.97]",Yes,No
LGA1151,Intel Z170,Yes,ATX,MSI,64GB,DDR4-2133 / 2400 / 2800 / 3000 / 3200,MSI Z170A KRAIT GAMING ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[149.99, 189.89]",Yes,Yes
LGA2011-3,Intel X99,Yes,ATX,ASRock,128GB,DDR4-2133 / 2400 / 2800 / 2933 / 3300,ASRock Fatal1ty X99 Professional Gaming i7 ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,[253.99],Yes,3-way SLI
LGA1150,Intel H81,No,Micro ATX,Asus,16GB,DDR3-1066 / 1333 / 1600,Asus H81M-E Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,"[50.99, 53.87, 56.99, 55.99, 53.87]",No,No
LGA1150,Intel H81,No,ATX,ASRock,16GB,DDR3-1066 / 1333 / 1600,ASRock H81 Pro BTC ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,"[70.99, 89.99]",No,No
LGA2011-3,Intel X99,Yes,ATX,Gigabyte,128GB,DDR4-1600 / 1866 / 2133 / 2400 / 2666 / 2800,Gigabyte GA-X99-GAMING 5 ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,[406.99],Yes,4-way SLI
LGA1151,Intel Z170,Yes,ATX,ASRock,64GB,DDR4-2133 / 2400 / 2800 / 2933 / 3200 / 3466,ASRock Z170A-X1/3.1 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[94.99, 98.89, 98.99, 99.99, 115.99]",Yes,No
LGA1151,Intel H170,Yes,ATX,ASRock,64GB,DDR4-2133,ASRock Fatal1ty H170 Performance ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[109.99],Yes,No
LGA2011-3,Intel X99,Yes,ATX,Asus,128GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200,Asus X99-E ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[208.99, 209.0, 207.99, 219.0, 231.04]",Yes,3-way SLI
LGA2011-3,Intel X99,Yes,ATX,Asus,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300,Asus X99-PRO/USB 3.1 ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[318.99, 319.99, 319.99, 319.99, 319.99, 353.77]",Yes,3-way SLI
LGA1151,Intel H170,Yes,ATX,MSI,64GB,DDR4-2133,MSI H170A Gaming Pro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[129.99, 146.04]",Yes,No
AM3+,AMD 990FX,Yes,ATX,ASRock,64GB,DDR3-1066 / 1333 / 1600 / 2100,ASRock 990FX Killer ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[134.99, 146.88, 165.36, 166.36]",Yes,Yes
LGA1151,Intel Z170,Yes,ATX,MSI,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3400,MSI Z170 Krait Gaming ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Yes,"[149.99, 199.98]",Yes,Yes
FM2+,AMD A88X,No,ATX,Gigabyte,64GB,DDR3-1333 / 1600 / 1866 / 2133 / 2400,Gigabyte GA-F2A88X-D3HP ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[78.87, 78.99, 82.99, 85.0, 79.99, 93.55]",Yes,No
LGA1151,Intel Z270,No,Mini ITX,Gigabyte,32GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000,Gigabyte GA-Z270N-WIFI Mini ITX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,[152.99],Yes,No
LGA2011-3,Intel X99,Yes,SSI CEB,Asus,128GB,DDR4-1866 / 2133 / 2400 / 2666 / 2800 / 3000 / 3200,Asus X99-E WS/USB 3.1 SSI CEB LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[486.99, 509.89, 525.99, 539.99]",Yes,4-way SLI
LGA2011-3,Intel X99,Yes,EATX,EVGA,128GB,DDR4-2133 / 2400 / 2666,EVGA Classified EATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[303.99, 303.99, 357.38, 359.99]",Yes,4-way SLI
LGA1150,Intel H97,Yes,ATX,Asus,32GB,DDR3-1066 / 1333 / 1600,Asus H97-PLUS ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[97.0, 239.89]",Yes,No
LGA1151,Intel Z170,No,Mini ITX,Biostar,32GB,DDR4-1866 / 2133 / 3200,Biostar RACING Z170GTN Mini ITX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[104.99],Yes,No
LGA1151,Intel H170,Yes,ATX,MSI,64GB,DDR4-2133,MSI H170A PC Mate ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[102.99, 104.99, 104.99, 116.8, 118.88, 119.99]",No,No
LGA2011-3,Intel X99,Yes,ATX,Asus,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200,Asus X99-A/USB 3.1 ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[229.99, 199.99, 259.88, 239.89]",Yes,3-way SLI
LGA1151,Intel H170,No,Mini ITX,Asus,32GB,DDR4-2133,Asus H170I-PRO/CSM Mini ITX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[118.99, 119.0, 119.0, 119.0, 125.99, 129.99, 144.87]",No,No
LGA1151,Intel H170,No,ATX,ASRock,64GB,DDR4-2133,ASRock H170 Pro4 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[98.88, 98.99, 191.95]",Yes,No
LGA2011-3,Intel X99,Yes,Micro ATX,ASRock,64GB,DDR4-1600 / 1866 / 2133 / 2400 / 2800 / 3000,ASRock X99M Extreme4 Micro ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[169.99, 199.99, 300.84]",Yes,Yes
LGA1151,Intel H270,Yes,Micro ATX,Asus,64GB,DDR4-2133 / 2400,Asus PRIME H270M-PLUS Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[104.0],Yes,No
LGA2011-3,Intel X99,Yes,EATX,ASRock,128GB,DDR4-1600 / 1866 / 2133 / 2400 / 2800 / 3200,ASRock X99 Extreme11 EATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[549.99, 588.99]",Yes,4-way SLI
LGA1151,Intel B150,Yes,Micro ATX,Asus,64GB,DDR3-1333 / 1600 / 1866,Asus B150M-PLUS D3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[84.99, 79.99, 96.76, 97.04]",No,No
LGA2011,Intel C602,No,ATX,Asus,64GB,DDR3-1066 / 1333 / 1600,Asus ASUS Z9PA-U8 ATX Server Motherboard ATX LGA2011 Motherboard,2 x 10/100/1000 Mbps,No,Yes,"[276.99, 286.99, 286.99]",Yes,No
2 x LGA2011,Intel C606,No,ATX,Supermicro,64GB,DDR3-1066 / 1333 / 1600 / 1866,Supermicro X9DRL-3F ATX Dual-CPU LGA2011 Motherboard,2 x 10/100/1000 Mbps,No,Yes,[319.99],Yes,No
LGA1155,Intel H61,No,Micro ATX,Intel,8GB,DDR3-1066 / 1333,Intel DH61WWB3 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,[72.45],No,No
AM3+/AM3,AMD 990FX,Yes,ATX,Asus,32GB,DDR3-1066 / 1333 / 1600 / 1866,Asus TUF SABERTOOTH 990FX R3.0 ATX AM3+/AM3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[197.99, 199.0, 199.0]",Yes,3-way SLI
LGA1150,Intel B85,Yes,ATX,ASRock,32GB,DDR3-1066 / 1333 / 1600,ASRock B85 Pro4 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[77.99],No,No
LGA1151,Intel H110,No,Micro ATX,MSI,32GB,DDR4-2133,MSI CSM-H110M Pro-VHL Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[62.99, 73.1, 68.99]",No,No
LGA2011-3,Intel X99,Yes,ATX,Gigabyte,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000,Gigabyte GA-X99-UD3P (rev. 1.0) ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,[164.99],Yes,4-way SLI
LGA1151,Intel Z270,Yes,ATX,Gigabyte,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000,Gigabyte GA-Z270X-Gaming K7 ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[199.99, 199.99, 284.99]",Yes,Yes
LGA2011-3,Intel X99,Yes,ATX,MSI,128GB,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3333,MSI X99A TOMAHAWK ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[226.89, 249.99, 289.24]",Yes,3-way SLI
LGA1150,Intel H81,No,Mini ITX,Gigabyte,16GB,DDR3-1333 / 1600,Gigabyte GA-H81N Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,"[67.99, 68.48, 72.99]",No,No
LGA1151,Intel Z170,Yes,ATX,ASRock,64GB,DDR4-2133 / 2400 / 2800 / 2933 / 3200 / 3600 / 3866,ASRock Fatal1ty Z170 Gaming K6 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[174.99, 176.99]",Yes,Yes
FM2+,AMD A88X,Yes,ATX,ASRock,64GB,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2600,ASRock FM2A88X+ Killer ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[84.99, 101.99]",Yes,No
LGA1150,Intel H97,Yes,ATX,Gigabyte,32GB,DDR3-1066 / 1333 / 1600,Gigabyte GA-H97-D3H ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[138.99],Yes,No
LGA2011,Intel C602,No,ATX,Supermicro,64GB,DDR3-1600,Supermicro X9SRA ATX LGA2011 Motherboard,2 x 10/100/1000 Mbps,No,No,"[271.99, 272.99, 277.99]",No,No
LGA1151,Intel Z270,Yes,ATX,Gigabyte,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866,Gigabyte GA-Z270-Gaming K3 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[159.99, 154.99, 166.92, 159.99, 170.38]",Yes,No
LGA2011-3 Narrow,Intel C612,No,Mini ITX,ASRock,64GB,DDR4-1600 / 1866 / 2133,ASRock EPC612D4I Mini ITX LGA2011-3 Narrow Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,"[266.99, 269.99, 269.99]",No,No
FM2+,AMD A78,No,Mini ITX,ASRock,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400,ASRock FM2A78M-ITX+ Mini ITX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[74.99, 89.99, 97.08]",Yes,No
LGA1151,Intel B250,Yes,ATX,MSI,64GB,DDR4-2133 / 2400,MSI B250 GAMING M3 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[124.99, 124.99, 124.99, 130.99]",No,No
LGA1151,Intel Z270,Yes,Micro ATX,ASRock,64GB,DDR4-2133 / 2400 / 2800 / 2933 / 3200 / 3600,ASRock Z270M Extreme4 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[149.99],Yes,Yes
LGA1150,Intel Z97,Yes,ATX,ASRock,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 2933 / 3000,ASRock Z97 EXTREME6 ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[159.99, 162.89, 162.99, 213.88]",Yes,Yes
LGA1150,Intel H97,No,ATX,ASRock,32GB,DDR3-1066 / 1333 / 1600,ASRock H97 PRO4 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[78.99, 76.99, 150.97]",Yes,No
LGA2011-3,Intel X99,Yes,EATX,MSI,128GB,DDR4-2133 / 2400 / 2666 / 3000 / 3333,MSI X99A GAMING 9 ACK EATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[417.98, 424.99, 435.46]",Yes,4-way SLI
LGA1151,Intel H270,No,Mini ITX,Gigabyte,32GB,DDR4-2133 / 2400,Gigabyte GA-H270N-WIFI Mini ITX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,[119.99],Yes,No
LGA1150,Intel Z87,Yes,ATX,Gigabyte,32GB,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000,Gigabyte GA-Z87X-UD3H ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[129.0],Yes,Yes
LGA1150,Intel Z97,Yes,ATX,Gigabyte,32GB,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,Gigabyte GA-Z97X-Gaming 3 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[130.88, 130.99, 149.99]",Yes,Yes
FM2+,AMD A68H,No,Micro ATX,Gigabyte,64GB,DDR3-1333 / 1600 / 1866 / 2133 / 2400,Gigabyte GA-F2A68HM-DS2H Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,"[61.88, 63.96]",Yes,No
FM1,AMD A55,No,Micro ATX,ECS,16GB,DDR3-1333 / 1600 / 1866,ECS A55F-M4(1.0) Micro ATX FM1 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,[29.95],Yes,No
LGA1151,Intel B150,No,Micro ATX,ASRock,64GB,DDR4-2133,ASRock B150M Pro4S Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[68.99, 78.99, 80.63]",No,No
LGA1151,Intel Z270,Yes,ATX,Gigabyte,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866,Gigabyte GA-Z270XP-SLI ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[139.99, 139.99, 139.99, 154.1]",Yes,Yes
LGA2011-3 Narrow,Intel X99,No,Mini ITX,ASRock,32GB,DDR4-2133 / 2400 / 2800 / 3200,ASRock X99E-ITX/ac Mini ITX LGA2011-3 Narrow Motherboard,2 x 10/100/1000 Mbps,Yes,No,[248.99],Yes,No
LGA1150,Intel Z97,Yes,ATX,Asus,32GB,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,Asus Z97-A/USB 3.1 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[138.99, 154.88, 134.99, 134.99, 134.99, 146.23, 152.99, 154.89]",Yes,Yes
LGA1151,Intel H110,No,Mini ITX,Asus,32GB,DDR4-2133,Asus H110I-PLUS/CSM Mini ITX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[78.99, 83.71, 79.47, 85.99]",Yes,No
LGA1151,Intel B150,Yes,Micro ATX,ASRock,64GB,DDR4-2133,ASRock B150M Pro4 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[73.99, 81.99]",No,No
LGA1150,Intel H81,No,Micro ATX,ASRock,16GB,DDR3-1066 / 1333 / 1600,ASRock H81M-HDS Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[49.99],No,No
AM3+/AM3,AMD 990FX,Yes,ATX,ASRock,32GB,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2100,ASRock 990FX Extreme3 ATX AM3+/AM3 Motherboard,1 x 10/100/1000 Mbps,No,No,"[101.99, 104.99, 126.99]",Yes,Yes
LGA1150,Intel H97,No,Micro ATX,Asus,32GB,DDR3-1066 / 1333 / 1600,Asus H97M-E Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[88.76, 99.89, 100.99]",Yes,No
LGA1150,Intel Z97,Yes,ATX,ASRock,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 2933 / 3000,ASRock Z97 KILLER ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[134.99, 158.89]",Yes,No
LGA1151,Intel B150,No,ATX,ASRock,64GB,DDR4-2133,ASRock B150 GAMING K4/HYPER ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[109.99],No,No
LGA1150,Intel H81,No,Micro ATX,ASRock,16GB,DDR3-1066 / 1333 / 1600,ASRock H81M-HDS R2.0 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[49.99, 49.99, 49.99]",No,No
LGA1151,Intel H270,Yes,ATX,MSI,64GB,DDR4-2133 / 2400,MSI H270 PC MATE ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[109.99, 109.99, 109.99, 109.99, 119.51, 119.99]",Yes,No
LGA1150,Intel H81,No,Micro ATX,ASRock,16GB,DDR3-1066 / 1333 / 1600,ASRock H81M-DG4 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Yes,"[44.99, 45.99, 45.99]",No,No
AM3+,AMD 990FX,Yes,ATX,MSI,32GB,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 2133,MSI 990FXA-GD65V2 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,No,[299.89],Yes,Yes
2 x G34,AMD SR5690,No,EATX,Supermicro,512GB,DDR3-800 / 1333 / 1600,Supermicro H8DG6-F EATX Dual-CPU G34 Motherboard,2 x 10/100/1000 Mbps,No,Yes,[525.99],Yes,No
LGA1150,Intel Z97,Yes,ATX,Gigabyte,32GB,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000,Gigabyte GA-Z97-HD3 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[199.79],Yes,No
LGA1151,Intel H170,Yes,Micro ATX,ASRock,64GB,DDR4-2133,ASRock H170M Pro4S Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[81.99, 84.99, 89.89, 101.0, 115.0]",Yes,No
LGA1151,Intel B150,No,Mini ITX,ASRock,32GB,DDR4-2133,ASRock B150M-ITX Mini ITX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[77.99, 89.99]",No,No
LGA1151,Intel H170,Yes,Micro ATX,Asus,64GB,DDR4-2133,Asus H170M-PLUS/CSM Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[99.75, 99.99, 100.98, 99.99, 99.75]",Yes,No
FM2+,AMD A68H,No,Micro ATX,Asus,32GB,DDR3-1333 / 1600 / 1866 / 2133 / 2400,Asus A68HM-E Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,"[49.99, 59.88, 48.99]",Yes,No
LGA1151,Intel Z170,Yes,ATX,Gigabyte,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466,Gigabyte GA-Z170-Gaming K3 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[146.99, 161.49]",Yes,No
LGA1150,Intel Z97,Yes,Micro ATX,Asus,32GB,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200 / 3300,Asus MAXIMUS VII GENE Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[202.99],Yes,Yes
FM2+,AMD A88X,Yes,ATX,Asus,64GB,DDR3-1333 / 1600 / 1866 / 2133 / 2200 / 2250 / 2400,Asus A88X-PLUS/USB 3.1 ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[89.99, 92.99, 103.94]",Yes,No
LGA1151,Intel Z170,Yes,ATX,Asus,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3800 / 3866 / 4000,Asus Z170-PREMIUM ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,[378.99],No,Yes
LGA1151,Intel Z170,Yes,ATX,Gigabyte,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466,Gigabyte GA-Z170-Gaming K3-EU ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[172.9],Yes,No
FM2+,AMD A88X,No,Mini ITX,MSI,16GB,DDR3-1333 / 1600 / 1866 / 2133,MSI A88XI AC V2 Mini ITX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[99.99, 103.73]",Yes,No
LGA1150,Intel B85,Yes,Micro ATX,Asus,32GB,DDR3-1066 / 1333 / 1600,Asus B85M-E/CSM Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[77.99, 79.99, 79.99, 88.98, 79.99]",No,No
FM2+,AMD A78,No,Micro ATX,MSI,32GB,DDR3-1333 / 1600 / 1866 / 2133,MSI A78M-E35 Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[199.89],Yes,No
LGA1151,Intel B150,No,Mini ITX,Gigabyte,32GB,DDR4-2133,Gigabyte GA-B150N-GSM Mini ITX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[103.99, 124.75, 124.8]",No,No
FM2+,AMD A70M,No,Micro ATX,Biostar,32GB,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2600,Biostar Hi-Fi A70U3P Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[39.99, 51.88]",Yes,No
LGA1151,Intel C236,No,Mini ITX,ASRock,32GB,DDR4-2133,ASRock C236 WSI Mini ITX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[196.99, 199.99, 199.99]",No,No
FM2+,AMD A78,No,Micro ATX,Gigabyte,64GB,DDR3-1333 / 1600 / 1866 / 2133 / 2400,Gigabyte GA-F2A78M-HD2 Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[59.99],Yes,No
LGA1150,Intel Z87,No,Mini ITX,Asus,16GB,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2600 / 2800 / 3000,Asus Maximus VI Impact Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[379.99],No,No
LGA2011-3,Intel X99,Yes,ATX,Gigabyte,128GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3333 / 3400 / 3600,Gigabyte GA-X99-Phoenix SLI ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[309.99, 314.99, 309.99, 330.37, 333.31, 339.0]",Yes,4-way SLI
LGA1150,Intel H81,No,Micro ATX,MSI,16GB,DDR3-1066 / 1333 / 1600,MSI H81M Eco Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[47.99, 49.99, 71.56]",No,No
LGA2011-3,Intel X99,Yes,EATX,Asus,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000,Asus RAMPAGE V EXTREME/U3 EATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[472.99, 459.97, 459.97, 479.99, 774.99]",Yes,4-way SLI
LGA1150,Intel B85,No,Mini ITX,MSI,16GB,DDR3-1066 / 1333 / 1600,MSI B85I Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[77.99],No,No
LGA1150,Intel H81,No,Micro ATX,Asus,16GB,DDR3-1066 / 1333 / 1600,Asus H81M-PLUS Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[64.99],No,No
LGA1150,Intel Z87,Yes,ATX,Asus,32GB,DDR3-1333 / 1600 / 1800 / 1866 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800,Asus Z87-Deluxe ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[247.88],Yes,Yes
FM2+,AMD A88X,Yes,ATX,ASRock,64GB,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2600,ASRock FM2A88X Extreme6+ ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[89.99, 99.99]",Yes,No
LGA1150,Intel Z97,Yes,ATX,ASRock,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2100 / 2400 / 2800 / 2933 / 3100,ASRock Z97 Extreme3 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[117.99],Yes,Yes
LGA1151,Intel B150,Yes,ATX,Asus,64GB,DDR3-1333 / 1600 / 1866,Asus B150-PLUS D3 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[103.0],No,No
LGA1151,Intel Z170,Yes,ATX,ASRock,64GB,DDR4-2133 / 2400 / 2800 / 2933 / 3200,ASRock Z170 Extreme7+ ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[220.99, 229.99, 239.99]",Yes,Yes
LGA1150,Intel H81,No,Mini ITX,Asus,16GB,DDR3-1066 / 1333 / 1600,Asus H81I-PLUS Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[76.49, 87.99, 91.05]",No,No
