Cache,Capacity,Hybrid SSD Cache,Manufacturer,Name,Power Loss Protection,Price/GB,Prices,RPM,is_ssd,LAUNCHED
N/A,160GB,,Intel,"Intel 320 Series 160GB 2.5"" Solid State Drive",,$1.23,[189.0],,Yes,Q4 2006
N/A,120GB,,Toshiba,"Toshiba Q300 120GB 2.5"" Solid State Drive",,$0.48,[49.68],,Yes,Q3 2013
N/A,128GB,,Transcend,"Transcend 128GB 2.5"" Solid State Drive",,$0.41,"[51.98, 54.99, 54.99]",,Yes,Q4 2004
64MB,5TB,,Western Digital,"Western Digital Red 5TB 3.5"" 5400RPM Internal Hard Drive",,$0.061,[300.0],5400,No,Q2 2008
32MB,500GB,,Western Digital,"Western Digital Blue 500GB 3.5"" 7200RPM Internal Hard Drive",,$0.100,"[49.95, 49.99, 49.99, 51.99, 51.99, 59.88]",7200,No,Q1 2011
32MB,500GB,,Western Digital,"Western Digital Caviar Green 500GB 3.5"" 5400RPM Internal Hard Drive",,$0.11,[49.66],5400,No,Q1 2012
64MB,4TB,,Western Digital,"Western Digital WD SE 4TB 3.5"" 7200RPM Internal Hard Drive",,$0.055,"[219.99, 223.51, 223.99, 224.0, 229.95]",7200,No,Q3 2006
N/A,1TB,,Western Digital,"Western Digital 1TB 3.5"" 7200RPM Internal Hard Drive",,$0.074,"[74.0, 92.0]",7200,No,Q1 2004
32MB,120GB,,Zotac,"Zotac 120GB 2.5"" Solid State Drive",,$0.43,"[51.8, 59.89, 59.89]",,Yes,Q2 2015
64MB,2TB,,Western Digital,"Western Digital 2TB 3.5"" 5900RPM Internal Hard Drive",,$0.037,"[74.99, 74.99, 135.75]",5900,No,Q2 2009
64MB,3TB,,Western Digital,"Western Digital RE 3TB 3.5"" 7200RPM Internal Hard Drive",,$0.069,"[206.99, 231.59, 236.95]",7200,No,Q3 2006
64MB,500GB,,Seagate,"Seagate Constellation.2 500GB 2.5"" 7200RPM Internal Hard Drive",,$0.16,"[82.49, 85.0, 139.99, 143.99, 162.99, 184.99]",7200,No,Q3 2001
N/A,240GB,,Corsair,"Corsair Neutron XT 240GB 2.5"" Solid State Drive",,$0.44,[104.99],,Yes,Q2 2010
128MB,4TB,,Seagate,"Seagate Enterprise NAS 4TB 3.5"" 7200RPM Internal Hard Drive",,$0.052,"[208.99, 209.99, 209.99, 215.66, 209.95]",7200,No,Q4 2001
N/A,180GB,,Intel,"Intel 520 Series Cherryville 180GB 2.5"" Solid State Drive",,$1.16,[209.57],,Yes,Q3 2012
N/A,240GB,,Kingston,"Kingston SSDNow V300 Series 240GB 2.5"" Solid State Drive",,$0.40,"[94.99, 95.09, 101.99, 95.09, 119.99]",,Yes,Q4 2014
8MB,320GB,,Western Digital,"Western Digital AV-GP 320GB 3.5"" 5400RPM Internal Hard Drive",,$0.066,[20.99],5400,No,Q4 2012
64MB,4TB,,Seagate,"Seagate 4TB 3.5"" 5900RPM Internal Hard Drive",,$0.032,"[126.99, 129.99, 134.99, 129.99, 138.89, 129.99, 144.29, 159.99]",5900,No,Q3 2011
256MB,240GB,,Patriot,Patriot Ignite M2 240GB M.2-2280 Solid State Drive,,$0.42,"[99.69, 95.76, 119.65]",,Yes,Q1 2015
N/A,64GB,,ADATA,ADATA Premier Pro SP310 64GB mSATA Solid State Drive,,$0.67,"[42.99, 47.97, 42.99, 84.48]",,Yes,Q2 2004
N/A,500GB,,Crucial,"Crucial BX100 500GB 2.5"" Solid State Drive",,$0.33,"[166.99, 214.99]",,Yes,Q4 2002
N/A,480GB,,PNY,"PNY CS1111 480GB 2.5"" Solid State Drive",,$0.27,"[119.75, 199.95]",,Yes,Q4 2006
64MB,2TB,,Western Digital,"Western Digital Caviar Green 2TB 3.5"" 5400RPM Internal Hard Drive",,$0.044,"[88.98, 95.0]",5400,No,Q1 2006
N/A,80GB,,Intel,"Intel 320 Series 80GB 2.5"" Solid State Drive",,$1.00,[80.0],,Yes,Q2 2004
128MB,6TB,,Seagate,"Seagate Surveillance HDD 6TB 3.5"" 5400RPM Internal Hard Drive",,$0.047,"[279.99, 285.99, 297.36]",5400,No,Q4 2001
64MB,4TB,,Western Digital,"Western Digital Green 4TB 3.5"" 5900RPM Internal Hard Drive",,$0.071,[282.99],5900,No,Q4 2015
N/A,240GB,,PNY,"PNY Optima 240GB 2.5"" Solid State Drive",,$0.47,"[104.08, 156.95]",,Yes,Q1 2003
64MB,1TB,,Seagate,"Seagate Surveillance HDD 1TB 3.5"" 5900RPM Internal Hard Drive",,$0.077,[76.99],5900,No,Q3 2015
N/A,60GB,,Mushkin,"Mushkin ECO2 60GB 2.5"" Solid State Drive",,$0.67,"[39.99, 51.11]",,Yes,Q3 2003
N/A,120GB,,Intel,"Intel 320 Series 120GB 2.5"" Solid State Drive",,$2.00,[234.01],,Yes,Q1 2002
64MB,1TB,,Toshiba,"Toshiba Product Series:MG03ACA 1TB 3.5"" 7200RPM Internal Hard Drive",,$0.11,"[103.99, 129.0]",7200,No,Q4 2004
N/A,240GB,,Kingston,"Kingston HyperX 3K 240GB 2.5"" Solid State Drive",,$0.75,"[178.82, 489.95]",,Yes,Q1 2012
256MB,240GB,,Zotac,"Zotac T500 240GB 2.5"" Solid State Drive",,$0.37,"[88.62, 90.07]",,Yes,Q4 2004
N/A,60GB,,Corsair,"Corsair Force LS 60GB 2.5"" Solid State Drive",,$0.83,"[49.99, 52.54, 96.95]",,Yes,Q2 2006
64MB,2TB,,Seagate,"Seagate NAS HDD 2TB 3.5"" 5400RPM Internal Hard Drive",,$0.050,"[99.99, 112.04, 114.86]",5400,No,Q2 2015
8MB,500GB,,Toshiba,"Toshiba 500GB 2.5"" 5400RPM Internal Hard Drive",,$0.10,"[46.56, 159.96]",5400,No,Q3 2001
8MB,320GB,,Toshiba,"Toshiba 320GB 2.5"" 5400RPM Internal Hard Drive",,$0.10,[32.89],5400,No,Q3 2004
N/A,480GB,,Kingston,"Kingston SSDNow V300 Series 480GB 2.5"" Solid State Drive",,$0.37,"[174.99, 170.1, 179.0, 197.9]",,Yes,Q1 2015
128MB,1TB,,Seagate,"Seagate 1TB 2.5"" 7200RPM Internal Hard Drive",,$0.18,"[170.65, 184.05, 186.48, 199.99, 199.99]",7200,No,Q3 2015
N/A,512GB,,Micron,"Micron M600 512GB 2.5"" Solid State Drive",,$0.57,[292.99],,Yes,Q4 2009
N/A,120GB,,MyDigitalSSD,MyDigitalSSD 80mm BP5e 120GB M.2-2280 Solid State Drive,,$0.37,[44.99],,Yes,Q4 2013
64MB,3TB,,Seagate,"Seagate SV35 Series 3TB 3.5"" 5900RPM Internal Hard Drive",,$0.035,"[104.99, 104.99, 108.99, 110.38, 119.98, 123.59]",5900,No,Q3 2001
N/A,480GB,,Corsair,"Corsair Neutron XT 480GB 2.5"" Solid State Drive",,$0.41,[194.99],,Yes,Q4 2013
N/A,120GB,,Samsung,"Samsung 840 Series 120GB 2.5"" Solid State Drive",,$1.50,[179.89],,Yes,Q2 2009
64MB,750GB,,Western Digital,"Western Digital Caviar Blue 750GB 3.5"" 7200RPM Internal Hard Drive",,$0.100,[67.99],7200,No,Q2 2006
64MB,250GB,,Western Digital,"Western Digital WD VelociRaptor 250GB 2.5"" 10000RPM Internal Hard Drive",,$0.48,[113.07],10000,No,Q2 2009
N/A,240GB,,Corsair,"Corsair Force Series GT 240GB 2.5"" Solid State Drive",,$0.85,"[204.99, 210.1]",,Yes,Q1 2010
64MB,3TB,,Seagate,"Seagate 3TB 3.5"" 5900RPM Internal Hard Drive",,$0.032,"[95.99, 100.99, 128.99]",5900,No,Q1 2014
32MB,1TB,,Seagate,"Seagate Barracuda Green 1TB 3.5"" 5900RPM Internal Hard Drive",,$0.22,[220.09],5900,No,Q4 2001
16MB,500GB,,Seagate,"Seagate Barracuda 500GB 3.5"" 7200RPM Internal Hard Drive",,$0.15,[76.39],7200,No,Q3 2015
8MB,250GB,,Western Digital,"Western Digital Scorpio Blue 250GB 2.5"" 5400RPM Internal Hard Drive",,$0.20,[42.99],5400,No,Q2 2000
256MB,128GB,,Plextor,"Plextor M5P Series 128GB 2.5"" Solid State Drive",,$0.99,[118.47],,Yes,Q4 2008
64MB,1TB,,Toshiba,"Toshiba Product Series:MG03SCA 1TB 3.5"" 7200RPM Internal Hard Drive",,$0.10,[101.99],7200,No,Q1 2015
8MB,1TB,,Toshiba,"Toshiba 1TB 2.5"" 5400RPM Internal Hard Drive",,$0.057,"[56.99, 61.81, 89.99]",5400,No,Q4 2002
N/A,400GB,,Intel,Intel 750 Series 400GB PCI-E Solid State Drive,,$1.15,[458.82],,Yes,Q4 2004
32MB,750GB,7.8GB,Seagate,"Seagate Momentus XT 750GB 2.5"" 7200RPM Hybrid Internal Hard Drive",,$0.21,[145.0],7200,No,Q2 2006
64MB,6TB,,Hitachi,"Hitachi 6TB 3.5"" 7200RPM Internal Hard Drive",,$0.066,[398.95],7200,No,Q4 2004
N/A,400GB,,Intel,Intel 910 Series Ramsdale 400GB PCI-E Solid State Drive,,$0.72,[279.88],,Yes,Q4 2015
128MB,8TB,,Hitachi,"Hitachi Ultrastar He8 8TB 3.5"" 7200RPM Internal Hard Drive",,$0.054,"[429.89, 437.5, 525.99]",7200,No,Q4 2001
32MB,1TB,,Samsung,"Samsung Spinpoint F1 DT 1TB 3.5"" 7200RPM Internal Hard Drive",,$0.092,"[91.75, 119.48]",7200,No,Q3 2015
32MB,750GB,,Seagate,"Seagate Barracuda ES 750GB 3.5"" 7200RPM Internal Hard Drive",,$0.088,[56.99],7200,No,Q4 2007
N/A,128GB,,Sandisk,"Sandisk X300S 128GB 2.5"" Solid State Drive",,$0.64,"[74.28, 119.99]",,Yes,Q4 2006
N/A,120GB,,Corsair,"Corsair Force Series 3 120GB 2.5"" Solid State Drive",,$1.25,[149.99],,Yes,Q2 2000
8MB,500GB,,Hitachi,"Hitachi Travelstar Z5K500 500GB 2.5"" 5400RPM Internal Hard Drive",,$0.11,[49.0],5400,No,Q1 2015
512MB,512GB,,Plextor,"Plextor M3 Pro Series 512GB 2.5"" Solid State Drive",,$1.42,[729.49],,Yes,Q2 2011
64MB,2TB,,Seagate,"Seagate Constellation ES 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.10,[199.99],7200,No,Q3 2001
64MB,640GB,,Western Digital,"Western Digital Caviar Black 640GB 3.5"" 7200RPM Internal Hard Drive",,$0.12,[74.73],7200,No,Q4 2000
8MB,160GB,,Hitachi,"Hitachi Deskstar 160GB 3.5"" 7200RPM Internal Hard Drive",,$1.45,[224.0],7200,No,Q1 2008
32MB,1TB,,Samsung,"Samsung Spinpoint F3 1TB 3.5"" 7200RPM Internal Hard Drive",,$0.088,[88.46],7200,No,Q1 2011
256MB,120GB,,Corsair,"Corsair Force LS 120GB 2.5"" Solid State Drive",,$0.75,[89.99],,Yes,Q2 2011
128MB,3TB,,Seagate,"Seagate Enterprise NAS 3TB 3.5"" 7200RPM Internal Hard Drive",,$0.056,"[168.99, 189.95, 190.4, 192.41]",7200,No,Q2 2002
128MB,8TB,,Hitachi,"Hitachi Ultrastar He8 8TB 3.5"" 7200RPM Internal Hard Drive",,$0.074,"[592.04, 669.99]",7200,No,Q1 2001
N/A,120GB,,OWC,"OWC Mercury Electra 120GB 2.5"" Solid State Drive",,$0.57,"[68.75, 67.5]",,Yes,Q2 2002
16MB,320GB,,Samsung,"Samsung Spinpoint F1 DT 320GB 3.5"" 7200RPM Internal Hard Drive",,$0.46,[139.96],7200,No,Q2 2014
512MB,240GB,,Corsair,"Corsair Force LS 240GB 2.5"" Solid State Drive",,$0.65,[154.99],,Yes,Q3 2000
8MB,640GB,,Samsung,"Samsung Spinpoint M7E 640GB 2.5"" 5400RPM Internal Hard Drive",,$0.089,[49.0],5400,No,Q1 2001
16MB,500GB,,Hitachi,"Hitachi Travelstar 7K750 500GB 2.5"" 7200RPM Internal Hard Drive",,$0.12,[59.0],7200,No,Q4 2004
8MB,250GB,,Hitachi,"Hitachi Travelstar 5K500.B 250GB 2.5"" 5400RPM Internal Hard Drive",,$0.34,[78.0],5400,No,Q4 2006
N/A,1TB,,Eluktro,"Eluktro Pro Performance 1TB 2.5"" Solid State Drive",,$0.28,[269.95],,Yes,Q4 2002
32MB,1TB,,Samsung,"Samsung Spinpoint F1 RAID 1TB 3.5"" 7200RPM Internal Hard Drive",,$0.083,[83.0],7200,No,Q4 2013
64MB,4TB,,Seagate,"Seagate Surveillance HDD 4TB 3.5"" 5400RPM Internal Hard Drive",,$0.037,[149.99],5400,No,Q2 2011
64MB,1TB,,Seagate,"Seagate Constellation.2 1TB 2.5"" 7200RPM Internal Hard Drive",,$0.20,[197.05],7200,No,Q1 2012
N/A,120GB,,Kingston,"Kingston SSDNow V+200 120GB 2.5"" Solid State Drive",,$0.86,[99.0],,Yes,Q4 2000
N/A,240GB,,Intel,"Intel 530 Series 240GB 2.5"" Solid State Drive",,$1.29,[308.95],,Yes,Q2 2007
16MB,320GB,,Toshiba,"Toshiba 320GB 2.5"" 7200RPM Internal Hard Drive",,$0.31,[98.74],7200,No,Q1 2014
N/A,250GB,,Crucial,"Crucial BX100 250GB 2.5"" Solid State Drive",,$0.48,"[119.89, 128.99]",,Yes,Q2 2003
N/A,480GB,,OCZ,"OCZ ARC 100 480GB 2.5"" Solid State Drive",,$0.38,"[184.35, 194.4]",,Yes,Q1 2010
N/A,120GB,,Intel,Intel 540s 120GB M.2-2280 Solid State Drive,,$0.62,"[73.89, 73.98, 73.96]",,Yes,Q4 2002
1GB,1TB,,Plextor,Plextor M8Pe 1TB M.2-2280 Solid State Drive,,$0.49,"[491.09, 499.99]",,Yes,Q2 2005
N/A,480GB,,Intel,Intel 540s 480GB M.2-2280 Solid State Drive,,$0.35,"[154.8, 169.17, 169.99, 183.99, 187.98]",,Yes,Q3 2013
N/A,1TB,,Intel,Intel 600p Series 1TB M.2-2280 Solid State Drive,,$0.33,"[329.99, 359.88, 359.99, 373.98, 394.99]",,Yes,Q3 2004
64MB,3TB,,Toshiba,"Toshiba P300 3TB 3.5"" 7200RPM Internal Hard Drive",,$0.033,"[97.8, 97.99, 97.99, 97.75]",7200,No,Q2 2000
64MB,3TB,,Seagate,"Seagate Barracuda 3TB 3.5"" 7200RPM Internal Hard Drive",,$0.027,"[72.58, 87.99, 89.99, 92.99, 99.99, 112.99, 122.56]",7200,No,Q3 2004
N/A,480GB,,Kingston,Kingston SSDNow G2 480GB M.2-2280 Solid State Drive,,$0.33,"[159.99, 159.99, 174.95]",,Yes,Q4 2006
N/A,800GB,,Intel,Intel 910 Series Ramsdale 800GB PCI-E Solid State Drive,,$0.51,"[399.99, 1099.89]",,Yes,Q4 2012
N/A,500GB,,Crucial,Crucial MX200 500GB M.2-2260 Solid State Drive,,$0.31,[153.98],,Yes,Q4 2014
128MB,3TB,,Seagate,"Seagate Constellation ES.3 3TB 3.5"" 7200RPM Internal Hard Drive",,$0.057,"[169.99, 181.99, 191.99, 216.99, 263.98]",7200,No,Q3 2004
64MB,1TB,,Western Digital,"Western Digital Caviar Green 1TB 3.5"" 5400RPM Internal Hard Drive",,$0.054,"[53.88, 55.99, 59.99]",5400,No,Q1 2010
64MB,2TB,,Hitachi,"Hitachi Ultrastar 7K3000 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.039,[68.88],7200,No,Q1 2005
8MB,2TB,,Western Digital,"Western Digital Green 2TB 2.5"" 5400RPM Internal Hard Drive",,$0.100,[199.89],5400,No,Q2 2015
32MB,1TB,,Hitachi,"Hitachi Travelstar 1TB 2.5"" 7200RPM Internal Hard Drive",,$0.067,"[66.89, 68.99, 69.0, 71.99]",7200,No,Q2 2014
128MB,6TB,,Western Digital,"Western Digital Gold 6TB 3.5"" 7200RPM Internal Hard Drive",,$0.046,"[275.99, 289.99, 289.99, 298.98, 289.99, 299.99]",7200,No,Q4 2008
N/A,240GB,,Intel,Intel 240GB M.2-2280 Solid State Drive,,$0.50,"[119.99, 134.99, 142.14, 155.53]",,Yes,Q3 2007
64MB,1TB,,Western Digital,"Western Digital WD Purple 1TB 3.5"" 5900RPM Internal Hard Drive",,$0.055,"[54.99, 54.99, 56.88, 58.99, 58.99, 59.99, 59.99, 71.99]",5900,No,Q4 2009
8MB,320GB,,Western Digital,"Western Digital Caviar Blue 320GB 3.5"" 7200RPM Internal Hard Drive",,$0.081,[25.95],7200,No,Q4 2000
N/A,120GB,,SK hynix,"SK hynix SL308 120GB 2.5"" Solid State Drive",,$0.38,"[45.99, 44.99]",,Yes,Q2 2009
N/A,240GB,,MyDigitalSSD,MyDigitalSSD 80mm BP5e 240GB M.2-2280 Solid State Drive,,$0.33,[79.99],,Yes,Q3 2005
128MB,6TB,,Seagate,"Seagate Enterprise NAS 6TB 3.5"" 7200RPM Internal Hard Drive",,$0.042,"[249.99, 264.93, 274.9, 279.99, 280.05, 292.99, 294.99]",7200,No,Q2 2012
8MB,160GB,,Seagate,"Seagate Barracuda 160GB 3.5"" 7200RPM Internal Hard Drive",,$0.17,[17.95],7200,No,Q2 2001
32MB,500GB,,Hitachi,"Hitachi Travelstar Z7K500 500GB 2.5"" 7200RPM Internal Hard Drive",,$0.11,[53.89],7200,No,Q1 2003
N/A,800GB,,Intel,"Intel 750 Series 800GB 2.5"" Solid State Drive",,$0.69,[549.99],,Yes,Q2 2009
32MB,3TB,,Western Digital,"Western Digital 3TB 3.5"" 5900RPM Internal Hard Drive",,$0.032,"[94.99, 94.99]",5900,No,Q4 2008
64MB,2TB,,Toshiba,"Toshiba 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.046,[82.43],7200,No,Q4 2014
128MB,1TB,,Western Digital,"Western Digital Se 1TB 3.5"" 7200RPM Internal Hard Drive",,$0.15,[148.0],7200,No,Q2 2006
512MB,480GB,,Patriot,"Patriot Ignite 480GB 2.5"" Solid State Drive",,$0.37,"[166.32, 176.98, 184.97]",,Yes,Q1 2011
N/A,360GB,,Intel,Intel 540s 360GB M.2-2280 Solid State Drive,,$0.41,"[147.98, 148.98, 149.0, 150.07, 157.61]",,Yes,Q4 2015
8MB,500GB,,Hitachi,"Hitachi 500GB 2.5"" 5400RPM Internal Hard Drive",,$0.16,[74.0],5400,No,Q2 2014
N/A,240GB,,PNY,"PNY CS1111 240GB 2.5"" Solid State Drive",,$0.31,[69.84],,Yes,Q3 2004
N/A,32GB,,Transcend,Transcend MTS800 32GB M.2-2280 Solid State Drive,,$1.24,[39.77],,Yes,Q1 2004
64MB,2TB,,Western Digital,"Western Digital RE4 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.072,"[144.99, 159.99]",7200,No,Q2 2012
8MB,250GB,,Western Digital,"Western Digital Caviar SE 250GB 3.5"" 7200RPM Internal Hard Drive",,$0.12,"[21.99, 55.58]",7200,No,Q2 2012
16MB,750GB,,Western Digital,"Western Digital Scorpio Black 750GB 2.5"" 7200RPM Internal Hard Drive",,$0.11,[74.64],7200,No,Q3 2006
64MB,1TB,,Western Digital,"Western Digital Re 1TB 3.5"" 7200RPM Internal Hard Drive",,$0.095,"[94.99, 103.5, 109.0, 109.0]",7200,No,Q1 2006
16MB,500GB,,Seagate,"Seagate Barracuda 500GB 3.5"" 7200RPM Internal Hard Drive",,$0.099,"[49.69, 49.99, 52.99, 54.98, 54.99, 49.99, 59.99]",7200,No,Q4 2004
64MB,4TB,,Western Digital,"Western Digital RE 4TB 3.5"" 7200RPM Internal Hard Drive",,$0.057,"[228.89, 229.0]",7200,No,Q2 2000
N/A,80GB,,Intel,Intel 530 Series 80GB M.2-2280 Solid State Drive,,$0.97,[77.99],,Yes,Q2 2014
N/A,128GB,,MyDigitalSSD,"MyDigitalSSD BP5e Slim 7 128GB 2.5"" Solid State Drive",,$0.49,[54.99],,Yes,Q1 2011
N/A,240GB,,Intel,"Intel 535 Series 240GB 2.5"" Solid State Drive",,$0.50,"[119.99, 141.96]",,Yes,Q3 2012
8MB,250GB,,Seagate,"Seagate Momentus 5400.6 250GB 2.5"" 5400RPM Internal Hard Drive",,$0.17,[34.9],5400,No,Q4 2013
N/A,250GB,,Mushkin,"Mushkin TRIACTOR 250GB 2.5"" Solid State Drive",,$0.30,"[74.99, 79.97, 82.88, 83.48]",,Yes,Q2 2005
N/A,64GB,,Sandisk,Sandisk Z400s 64GB M.2-2280 Solid State Drive,,$0.92,[58.56],,Yes,Q3 2011
N/A,32GB,,Transcend,Transcend MTS400 32GB M.2-2242 Solid State Drive,,$1.20,[38.38],,Yes,Q2 2014
N/A,800GB,,Intel,"Intel DC P3700 800GB 2.5"" Solid State Drive",,$1.37,"[1092.99, 1999.99]",,Yes,Q1 2003
N/A,120GB,,ADATA,"ADATA XPG SX930 120GB 2.5"" Solid State Drive",,$0.62,[74.4],,Yes,Q3 2001
N/A,400GB,,Intel,"Intel DC S3700 Series 400GB 2.5"" Solid State Drive",Yes,$0.93,"[365.0, 615.0]",,Yes,Q4 2003
64MB,2TB,,Seagate,"Seagate Constellation ES 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.090,[180.02],7200,No,Q2 2005
N/A,128GB,,Sandisk,"Sandisk Solid State Drive 128GB 2.5"" Solid State Drive",,$0.94,[119.89],,Yes,Q4 2011
N/A,800GB,,Intel,"Intel DC S3700 Series 800GB 2.5"" Solid State Drive",Yes,$0.69,"[549.95, 1419.99]",,Yes,Q3 2010
8MB,640GB,,Toshiba,"Toshiba 640GB 2.5"" 5400RPM Internal Hard Drive",,$0.11,[59.99],5400,No,Q2 2011
N/A,400GB,,Intel,Intel DC P3700 400GB PCI-E Solid State Drive,,$1.77,"[706.98, 1199.99]",,Yes,Q4 2013
128MB,2TB,,Seagate,"Seagate Enterprise NAS 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.086,"[172.99, 179.99, 172.99]",7200,No,Q4 2007
128MB,5TB,,Seagate,"Seagate Archive HDD v2 5TB 3.5"" 5900RPM Internal Hard Drive",,$0.037,[184.94],5900,No,Q4 2001
N/A,240GB,,Mushkin,"Mushkin Chronos 240GB 2.5"" Solid State Drive",,$0.35,"[84.88, 84.98, 87.51]",,Yes,Q1 2008
8MB,320GB,,Western Digital,"Western Digital Scorpio Blue 320GB 2.5"" 5400RPM Internal Hard Drive",,$0.15,"[39.99, 54.49]",5400,No,Q1 2005
128MB,6TB,,Seagate,"Seagate Surveillance HDD 6TB 3.5"" 5400RPM Internal Hard Drive",,$0.039,"[232.99, 240.99, 240.99, 239.99]",5400,No,Q3 2013
128MB,4TB,,Seagate,"Seagate Constellation ES.3 4TB 3.5"" 7200RPM Internal Hard Drive",,$0.057,"[229.48, 237.99]",7200,No,Q4 2001
16MB,320GB,,Western Digital,"Western Digital BLACK SERIES 320GB 2.5"" 7200RPM Internal Hard Drive",,$0.20,"[60.0, 99.99]",7200,No,Q4 2005
N/A,240GB,,Kingston,"Kingston KC300 240GB 2.5"" Solid State Drive",,$0.87,[209.95],,Yes,Q3 2003
8MB,1TB,,Samsung,"Samsung Spinpoint M8 1TB 2.5"" 5400RPM Internal Hard Drive",,$0.068,[59.99],5400,No,Q1 2008
128MB,2TB,,Seagate,"Seagate Enterprise NAS 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.064,"[127.99, 129.99, 149.95]",7200,No,Q2 2011
N/A,480GB,,Intel,"Intel DC S3610 480GB 2.5"" Solid State Drive",,$0.89,[427.28],,Yes,Q4 2009
64MB,2TB,,Seagate,"Seagate Constellation ES 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.11,"[217.99, 223.38]",7200,No,Q3 2014
128MB,6TB,,Seagate,"Seagate 6TB 3.5"" 5900RPM Internal Hard Drive",,$0.038,"[225.99, 229.99, 229.99, 246.98, 249.99, 259.75, 329.99]",5900,No,Q4 2014
N/A,60GB,,Corsair,"Corsair Force Series GT 60GB 2.5"" Solid State Drive",,$1.50,[89.99],,Yes,Q4 2009
64MB,3TB,,Seagate,"Seagate 3TB 3.5"" 7200RPM Internal Hard Drive",,$0.037,"[111.0, 116.67]",7200,No,Q1 2014
N/A,500GB,7.8GB,Seagate,"Seagate 500GB 2.5"" 5400RPM Hybrid Internal Hard Drive",,$0.15,[69.99],5400,No,Q1 2009
64MB,2TB,,Hitachi,"Hitachi 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.080,[159.99],7200,No,Q3 2015
N/A,512GB,,Sandisk,"Sandisk X210 512GB 2.5"" Solid State Drive",,$0.52,[267.99],,Yes,Q2 2014
N/A,240GB,,Corsair,"Corsair Force Series GS 240GB 2.5"" Solid State Drive",,$0.79,[189.99],,Yes,Q3 2014
8MB,500GB,,Seagate,"Seagate Momentus 5400.6 500GB 2.5"" 5400RPM Internal Hard Drive",,$0.11,[46.97],5400,No,Q3 2001
N/A,480GB,,Mushkin,"Mushkin Chronos 480GB 2.5"" Solid State Drive",,$0.34,"[163.98, 199.99]",,Yes,Q3 2010
256MB,240GB,,Patriot,"Patriot Ignite 240GB 2.5"" Solid State Drive",,$0.38,"[90.98, 96.95, 120.49]",,Yes,Q3 2011
N/A,800GB,,Intel,"Intel DC S3610 800GB 2.5"" Solid State Drive",,$0.70,"[559.99, 572.2, 597.99, 626.4]",,Yes,Q2 2005
N/A,240GB,,Intel,Intel 530 Series 240GB mSATA Solid State Drive,,$0.70,[160.94],,Yes,Q4 2003
16MB,2TB,,Seagate,"Seagate Constellation ES 2TB 3.5"" 7200RPM Internal Hard Drive",,$0.028,"[56.99, 54.15]",7200,No,Q3 2008
N/A,480GB,,Kingston,"Kingston E50 Enterprise 480GB 2.5"" Solid State Drive",Yes,$0.65,"[310.99, 329.99, 331.99]",,Yes,Q4 2007
N/A,512GB,,Transcend,"Transcend SSD370 512GB 2.5"" Solid State Drive",,$0.42,[214.44],,Yes,Q4 2013
N/A,64GB,,Transcend,"Transcend SSD370 64GB 2.5"" Solid State Drive",,$0.76,[48.84],,Yes,Q1 2003
64MB,4TB,,Toshiba,"Toshiba 4TB 3.5"" 7200RPM Internal Hard Drive",,$0.050,"[199.97, 209.99]",7200,No,Q1 2004
N/A,960GB,,VisionTek,VisionTek Data Fusion 960GB PCI-E Solid State Drive,,$1.15,"[1099.99, 1199.99]",,Yes,Q4 2001
N/A,1.2TB,,OCZ,OCZ Z-Drive R4 CM84 1.2TB PCI-E Solid State Drive,,$5.50,[6599.99],,Yes,Q4 2003
N/A,525GB,,Crucial,"Crucial MX300 525GB 2.5"" Solid State Drive",,$0.26,"[138.99, 139.89, 139.99, 139.99, 139.99, 139.99, 138.98, 169.34]",,Yes,Q2 2014
N/A,480GB,,Kingston,"Kingston HyperX 3K 480GB 2.5"" Solid State Drive",,$1.04,[496.98],,Yes,Q1 2010
N/A,400GB,,Intel,"Intel DC P3700 400GB 2.5"" Solid State Drive",,$1.35,"[538.01, 709.99, 720.49]",,Yes,Q3 2007
N/A,120GB,,PNY,"PNY CS1211 120GB 2.5"" Solid State Drive",,$0.46,"[54.89, 77.98]",,Yes,Q1 2014
N/A,64GB,,Transcend,Transcend MTS400 64GB M.2-2242 Solid State Drive,,$0.67,[34.99],,Yes,Q2 2011
128MB,1.8TB,,Seagate,"Seagate 1.8TB 2.5"" 10000RPM Internal Hard Drive",,$0.29,"[509.04, 543.8, 615.0]",10000,No,Q2 2015
N/A,200GB,,Intel,"Intel DC S3610 200GB 2.5"" Solid State Drive",,$0.93,"[186.52, 189.99]",,Yes,Q4 2000
128MB,6TB,,Seagate,"Seagate Enterprise NAS 6TB 3.5"" 7200RPM Internal Hard Drive",,$0.060,"[350.99, 449.95]",7200,No,Q4 2003
N/A,240GB,,Intel,"Intel DC S3500  Series 240GB 2.5"" Solid State Drive",,$0.79,"[189.99, 229.0, 237.99, 253.49]",,Yes,Q4 2007
